Time_secHeart_rate
666.5,118
667.5,119
666,119
668.5,120
667,120
669.5,121
668,121
670.5,119
669,119
671.5,119
670,119
672.5,118
671,118
673.5,117
672,118
674.5,118
673,121
675.5,121
674,123
676.5,123
675,123
677.5,123
676,123
678.5,123
677,123
679.5,121
678,121
680.5,119
679,119
681.5,118
680,118
682.5,117
681,117
683.5,116
682,116
684.5,117
683,117
685.5,119
684,118
686.5,118
685,120
687.5,120
686,122
688.5,122
687,123
689.5,123
688,123
690.5,123
689,123
691.5,122
690,122
692.5,120
691,120
693.5,119
692,119
694.5,118
693,118
695.5,118
694,118
696.5,118
695,118
697.5,120
696,120
698.5,120
697,119
699.5,119
698,118
700.5,118
699,118
701.5,118
700,117
702.5,117
701,117
703.5,115
702,115
704.5,115
703,115
705.5,115
704,115
706.5,115
705,115
707.5,116
706,116
708.5,118
707,118
709.5,119
708,122
710.5,122
709,123
711.5,123
710,123
712.5,123
711,121
713.5,121
712,118
714.5,118
713,118
715.5,116
714,116
716.5,115
715,115
717.5,115
716,115
718.5,115
717,115
719.5,116
718,116
720.5,117
719,117
721.5,118
720,118
722.5,118
721,118
723.5,118
722,118
724.5,118
723,118
725.5,118
724,117
726.5,117
725,117
727.5,117
726,117
728.5,118
727,118
729.5,118
728,118
730.5,119
729,119
731.5,119
730,119
732.5,119
731,119
733.5,119
732,120
734.5,120
733,118
735.5,118
734,117
736.5,117
735,118
737.5,118
736,118
738.5,118
737,118
739.5,118
738,118
740.5,119
739,119
741.5,119
740,119
742.5,118
741,118
743.5,117
742,117
744.5,116
743,116
745.5,115
744,114
746.5,114
745,111
747.5,111
746,109
748.5,109
747,108
749.5,108
748,107
750.5,107
749,107
751.5,105
750,105
752.5,106
751,106
753.5,106
752,106
754.5,108
753,108
755.5,110
754,110
756.5,111
755,111
757.5,110
756,109
758.5,109
757,110
759.5,110
758,111
760.5,111
759,113
761.5,113
760,114
762.5,114
761,114
763.5,114
762,114
764.5,113
763,113
765.5,113
764,113
766.5,113
765,113
767.5,113
766,113
768.5,114
767,114
769.5,114
768,115
770.5,115
769,116
771.5,116
770,117
772.5,117
771,119
773.5,119
772,119
774.5,119
773,119
775.5,119
774,119
776.5,118
775,118
777.5,117
776,117
778.5,116
777,116
779.5,116
778,116
780.5,116
779,116
781.5,116
780,117
782.5,117
781,118
783.5,118
782,118
784.5,118
783,119
785.5,119
784,122
786.5,122
785,122
787.5,123
786,123
788.5,123
787,123
789.5,122
788,122
790.5,121
789,121
791.5,120
790,120
792.5,120
791,120
793.5,120
792,119
794.5,119
793,119
795.5,119
794,118
796.5,118
795,119
797.5,119
796,119
798.5,119
797,119
799.5,119
798,119
800.5,119
799,119
801.5,120
800,120
802.5,120
801,120
803.5,119
802,119
804.5,118
803,118
805.5,119
804,119
806.5,119
805,120
807.5,120
806,122
808.5,122
807,123
809.5,123
808,124
810.5,124
809,124
811.5,125
810,125
812.5,127
811,127
813.5,127
812,127
814.5,128
813,128
815.5,127
814,127
816.5,125
815,125
817.5,125
816,124
818.5,124
817,123
819.5,123
818,121
820.5,121
819,120
821.5,120
820,120
822.5,120
821,120
823.5,122
822,122
824.5,124
823,124
825.5,125
824,125
826.5,124
825,124
827.5,123
826,123
828.5,122
827,122
829.5,122
828,122
830.5,122
829,122
831.5,122
830,121
832.5,121
831,122
833.5,122
832,120
834.5,120
833,120
835.5,119
834,119
836.5,118
835,118
837.5,118
836,118
838.5,117
837,117
839.5,117
838,117
840.5,117
839,117
841.5,115
840,114
842.5,114
841,114
843.5,114
842,114
844.5,114
843,114
845.5,114
844,115
846.5,115
845,115
847.5,115
846,115
848.5,115
847,115
849.5,114
848,114
850.5,113
849,113
851.5,113
850,113
852.5,113
851,113
853.5,114
852,115
854.5,115
853,117
855.5,117
854,119
856.5,119
855,119
857.5,119
856,117
858.5,117
857,117
859.5,116
858,116
860.5,116
859,116
861.5,117
860,117
862.5,118
861,118
863.5,119
862,119
864.5,119
863,119
865.5,118
864,118
866.5,118
865,118
867.5,118
866,118
868.5,118
867,119
869.5,119
868,120
870.5,120
869,120
871.5,120
870,120
872.5,120
871,120
873.5,120
872,120
874.5,120
873,120
875.5,119
874,119
876.5,118
875,118
877.5,118
876,118
878.5,118
877,117
879.5,117
878,118
880.5,118
879,118
881.5,118
880,119
882.5,119
881,119
883.5,119
882,119
884.5,120
883,120
885.5,121
884,121
886.5,121
885,121
887.5,121
886,121
888.5,121
887,121
889.5,121
888,121
890.5,121
889,120
891.5,120
890,120
892.5,120
891,120
893.5,120
892,120
894.5,120
893,120
895.5,120
894,120
896.5,121
895,121
897.5,121
896,121
898.5,122
897,122
899.5,122
898,122
900.5,121
899,121
901.5,120
900,121
902.5,121
901,122
903.5,122
902,123
904.5,123
903,124
905.5,124
904,124
906.5,124
905,124
907.5,123
906,123
908.5,122
907,122
909.5,120
908,120
910.5,118
909,118
911.5,117
910,117
912.5,116
911,116
913.5,116
912,115
914.5,115
913,116
915.5,116
914,116
916.5,116
915,116
917.5,116
916,116
918.5,116
917,116
919.5,116
918,116
920.5,114
919,114
921.5,113
920,113
922.5,111
921,111
923.5,111
922,111
924.5,112
923,112
925.5,113
924,114
926.5,114
925,115
927.5,115
926,116
928.5,116
927,117
929.5,117
928,117
930.5,117
929,117
931.5,117
930,117
932.5,118
931,118
933.5,118
932,118
934.5,118
933,118
935.5,117
934,117
936.5,116
935,116
937.5,115
936,115
938.5,115
937,116
939.5,116
938,115
940.5,115
939,114
941.5,114
940,115
942.5,115
941,115
943.5,116
942,116
944.5,116
943,116
945.5,118
944,118
946.5,119
945,119
947.5,121
946,121
948.5,121
947,121
949.5,121
948,121
950.5,121
949,121
951.5,121
950,120
952.5,120
951,121
953.5,121
952,122
954.5,122
953,122
955.5,124
954,124
956.5,126
955,126
957.5,127
956,127
958.5,127
957,127
959.5,127
958,127
960.5,126
959,126
961.5,125
960,123
962.5,123
961,120
963.5,120
962,119
964.5,119
963,119
965.5,117
964,114
966.5,114
965,114
967.5,114
966,114
968.5,115
967,115
969.5,118
968,118
970.5,120
969,120
971.5,122
970,122
972.5,124
971,124
973.5,123
972,124
974.5,124
973,125
975.5,125
974,127
976.5,127
975,127
977.5,127
976,127
978.5,127
977,127
979.5,126
978,126
980.5,126
979,126
981.5,126
980,126
982.5,124
981,124
983.5,120
982,120
984.5,117
983,117
985.5,117
984,117
986.5,117
985,118
987.5,118
986,117
988.5,117
987,116
989.5,116
988,114
990.5,114
989,114
991.5,114
990,114
992.5,114
991,114
993.5,116
992,116
994.5,116
993,116
995.5,117
994,117
996.5,117
995,117
997.5,118
996,119
998.5,119
997,118
999.5,118
998,118
1000.5,118
999,118
1001.5,118
1000,117
1002.5,117
1001,117
1003.5,116
1002,116
1004.5,117
1003,117
1005.5,117
1004,117
1006.5,118
1005,118
1007.5,119
1006,119
1008.5,119
1007,119
1009.5,119
1008,119
1010.5,119
1009,120
1011.5,120
1010,119
1012.5,119
1011,118
1013.5,118
1012,118
1014.5,118
1013,118
1015.5,119
1014,119
1016.5,120
1015,120
1017.5,119
1016,119
1018.5,120
1017,120
1019.5,121
1018,121
1020.5,120
1019,120
1021.5,119
1020,119
1022.5,119
1021,120
1023.5,120
1022,119
1024.5,119
1023,119
1025.5,119
1024,119
1026.5,119
1025,119
1027.5,120
1026,120
1028.5,120
1027,120
1029.5,119
1028,119
1030.5,118
1029,118
1031.5,117
1030,117
1032.5,116
1031,116
1033.5,116
1032,115
1034.5,115
1033,116
1035.5,116
1034,116
1036.5,116
1035,117
1037.5,117
1036,119
1038.5,119
1037,119
1039.5,119
1038,119
1040.5,119
1039,119
1041.5,119
1040,119
1042.5,119
1041,119
1043.5,118
1042,118
1044.5,118
1043,118
1045.5,118
1044,115
1046.5,115
1045,116
1047.5,116
1046,118
1048.5,118
1047,118
1049.5,120
1048,120
1050.5,120
1049,120
1051.5,119
1050,119
1052.5,119
1051,119
1053.5,119
1052,119
1054.5,118
1053,118
1055.5,118
1054,118
1056.5,118
1055,118
1057.5,117
1056,118
1058.5,118
1057,119
1059.5,119
1058,119
1060.5,119
1059,118
1061.5,118
1060,117
1062.5,117
1061,117
1063.5,116
1062,116
1064.5,115
1063,115
1065.5,115
1064,114
1066.5,113
1065,113
1067.5,113
1066,113
1068.5,114
1067,114
1069.5,115
1068,115
1070.5,115
1069,116
1071.5,116
1070,116
1072.5,116
1071,115
1073.5,115
1072,115
1074.5,115
1073,115
1075.5,115
1074,115
1076.5,115
1075,115
1077.5,115
1076,115
1078.5,114
1077,114
1079.5,113
1078,113
1080.5,114
1079,114
1081.5,113
1080,114
1082.5,114
1081,115
1083.5,115
1082,116
1084.5,116
1083,117
1085.5,117
1084,117
1086.5,117
1085,117
1087.5,117
1086,117
1088.5,118
1087,118
1089.5,118
1088,118
1090.5,119
1089,119
1091.5,118
1090,118
1092.5,117
1091,117
1093.5,117
1092,117
1094.5,117
1093,117
1095.5,117
1094,117
1096.5,117
1095,117
1097.5,117
1096,117
1098.5,117
1097,117
1099.5,116
1098,116
1100.5,115
1099,115
1101.5,114
1100,114
1102.5,114
1101,114
1103.5,114
1102,114
1104.5,114
1103,114
1105.5,115
1104,116
1106.5,116
1105,117
1107.5,117
1106,117
1108.5,117
1107,118
1109.5,118
1108,117
1110.5,117
1109,117
1111.5,118
1110,118
1112.5,118
1111,118
1113.5,118
1112,118
1114.5,117
1113,117
1115.5,117
1114,117
1116.5,117
1115,117
1117.5,117
1116,116
1118.5,116
1117,116
1119.5,116
1118,116
1120.5,116
1119,115
1121.5,115
1120,115
1122.5,115
1121,115
1123.5,115
1122,115
1124.5,115
1123,115
1125.5,117
1124,117
1126.5,119
1125,119
1127.5,120
1126,120
1128.5,121
1127,121
1129.5,122
1128,122
1130.5,122
1129,121
1131.5,121
1130,120
1132.5,120
1131,119
1133.5,119
1132,118
1134.5,118
1133,118
1135.5,119
1134,119
1136.5,119
1135,119
1137.5,119
1136,119
1138.5,118
1137,118
1139.5,118
1138,118
1140.5,116
1139,116
1141.5,116
1140,116
1142.5,115
1141,113
1143.5,113
1142,112
1144.5,112
1143,111
1145.5,111
1144,112
1146.5,112
1145,112
1147.5,112
1146,112
1148.5,113
1147,113
1149.5,114
1148,114
1150.5,114
1149,114
1151.5,114
1150,114
1152.5,115
1151,115
1153.5,115
1152,115
1154.5,115
1153,115
1155.5,115
1154,115
1156.5,115
1155,116
1157.5,116
1156,117
1158.5,117
1157,117
1159.5,117
1158,117
1160.5,117
1159,117
1161.5,116
1160,116
1162.5,115
1161,115
1163.5,114
1162,114
1164.5,114
1163,114
1165.5,114
1164,113
1166.5,113
1165,113
1167.5,113
1166,112
1168.5,112
1167,113
1169.5,113
1168,113
1170.5,113
1169,113
1171.5,115
1170,115
1172.5,115
1171,115
1173.5,116
1172,116
1174.5,117
1173,117
1175.5,117
1174,117
1176.5,118
1175,118
1177.5,118
1176,118
1178.5,118
1177,118
1179.5,118
1178,118
1180.5,118
1179,118
1181.5,118
1180,119
1182.5,119
1181,119
1183.5,119
1182,119
1184.5,119
1183,119
1185.5,120
1184,120
1186.5,122
1185,122
1187.5,121
1186,121
1188.5,119
1187,119
1189.5,117
1188,117
1190.5,114
1189,113
1191.5,113
1190,113
1192.5,113
1191,114
1193.5,114
1192,114
1194.5,114
1193,114
1195.5,114
1194,114
1196.5,113
1195,113
1197.5,113
1196,113
1198.5,112
1197,112
1199.5,111
1198,111
1200.5,110
1199,110
1201.5,111
1200,111
1202.5,112
1201,112
1203.5,112
1202,112
1204.5,112
1203,111
1205.5,111
1204,111
1206.5,111
1205,111
1207.5,111
1206,111
1208.5,112
1207,112
1209.5,113
1208,113
1210.5,114
1209,114
1211.5,115
1210,115
1212.5,114
1211,114
